Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team A - Player 5,Team A - Player 6,Team A - Player 7,Team A - Player 8,Team A - Player 9,Team A - Player 10,Team A - Player 11,Team A - Player 12,Team A - Player 13,Team A - Player 14,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4,Team B - Player 5,Team B - Player 6,Team B - Player 7,Team B - Player 8,Team B - Player 9,Team B - Player 10,Team B - Player 11,Team B - Player 12,Team B - Player 13,Team B - Player 14
Group Stage,Men's Individual,Group N (135 - 137),5,Single game,DEN - Høj/Linnet,LTU - Buckiunas/Ignatavicius,DEN - Høj/Linnet,21,15,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),5,Single game,AUS - Kaldor/Read,IRE - Duffy/Byrne,AUS - Kaldor/Read,21,14,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),1,Single game,USA - Hamilton/Marino,JPN - Ishii/Shimizu,USA - Hamilton/Marino,21,16,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),1,Single game,FRA - Caux-Ramon/Lacombe,BEL - Vandaele/Poel,BEL - Vandaele/Poel,17,21,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),1,Single game,USA - Picone/Nelson,GBR - Rowlands/Hutko,USA - Picone/Nelson,21,12,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),1,Single game,GER - Claus/Klement,ESP - Campos/ Forschner,ESP - Campos/ Forschner,20,21,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),1,Single game,GER - Grönebaum/Prüfer,CZE - Cabala/Nerad,GER - Grönebaum/Prüfer,21,18,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),1,Single game,USA - Bondi/Finocchi,AUT - Handschmann/Jindra,USA - Bondi/Finocchi,21,15,,,,,,,,,Gabriel Finocchi,Joe Bondi,Gabriel Finocchi,PJ Showalter,,,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),1,Single game,USA - Cole/Klapwijk,SWE - Ekman/Stenquist,USA - Cole/Klapwijk,21,10,,,,,,,,,Matthew Cole,Grant Klapwijk,,,,,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),1,Single game,CAN - Gagnon/Leung,AUT - Bachler/Stoisser,CAN - Gagnon/Leung,21,10,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),1,Single game,GER - Christiani/Krehle,SWE - Henström/Mjönes,GER - Christiani/Krehle,21,20,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),1,Single game,CAN - Bosak/Cote,AUS - Geyer/Noble,CAN - Bosak/Cote,21,9,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),1,Single game,FRA - Danekas/Hemelryck,FRA - Améziane/Mareschal,FRA - Améziane/Mareschal,14,21,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),1,Single game,GER - Eisenträger/Siemer,NOR - Aasen/Hanisch,GER - Eisenträger/Siemer,21,8,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),1,Single game,CAN - Dean/Mathieu,AUS - Kaldor/Read,CAN - Dean/Mathieu,21,17,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),1,Single game,FRA - Clark/Florinda,DEN - Christensen/Søvndal,DEN - Christensen/Søvndal,18,21,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),2,Single game,USA - Hamilton/Marino,BEL - Vandaele/Poel,USA - Hamilton/Marino,21,13,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),2,Single game,ITA - Dudine/Zanellato,JPN - Ishii/Shimizu,ITA - Dudine/Zanellato,21,15,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),2,Single game,USA - Picone/Nelson,ESP - Campos/ Forschner,USA - Picone/Nelson,21,7,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),2,Single game,ITA - Bazzani/Borsotti,GBR - Rowlands/Hutko,ITA - Bazzani/Borsotti,21,20,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),2,Single game,GER - Grönebaum/Prüfer,AUT - Handschmann/Jindra,GER - Grönebaum/Prüfer,21,10,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),2,Single game,CAN - Déry/Kim,CZE - Cabala/Nerad,CAN - Déry/Kim,21,15,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),2,Single game,USA - Cole/Klapwijk,AUT - Bachler/Stoisser,USA - Cole/Klapwijk,21,16,,,,,,,,,Matthew Cole,Grant Klapwijk,,,,,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),2,Single game,SUI - Bürki/Eigenmann,SWE - Ekman/Stenquist,SUI - Bürki/Eigenmann,21,19,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),2,Single game,GER - Christiani/Krehle,AUS - Geyer/Noble,GER - Christiani/Krehle,21,15,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),2,Single game,CAN - Bosak/Cote,FRA - Danekas/Hemelryck,CAN - Bosak/Cote,21,14,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),2,Single game,FRA - Améziane/Mareschal,SWE - Henström/Mjönes,FRA - Améziane/Mareschal,21,12,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),2,Single game,GER - Eisenträger/Siemer,AUS - Kaldor/Read,GER - Eisenträger/Siemer,21,13,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),2,Single game,CAN - Dean/Mathieu,FRA - Clark/Florinda,CAN - Dean/Mathieu,21,11,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),2,Single game,DEN - Christensen/Søvndal,NOR - Aasen/Hanisch,DEN - Christensen/Søvndal,21,13,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),3,Single game,USA - Hamilton/Marino,ITA - Dudine/Zanellato,USA - Hamilton/Marino,21,12,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),3,Single game,FRA - Caux-Ramon/Lacombe,JPN - Ishii/Shimizu,FRA - Caux-Ramon/Lacombe,21,16,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),3,Single game,USA - Picone/Nelson,ITA - Bazzani/Borsotti,USA - Picone/Nelson,21,7,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),3,Single game,GER - Claus/Klement,GBR - Rowlands/Hutko,GER - Claus/Klement,21,17,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),3,Single game,GER - Grönebaum/Prüfer,CAN - Déry/Kim,CAN - Déry/Kim,14,21,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),3,Single game,USA - Bondi/Finocchi,CZE - Cabala/Nerad,USA - Bondi/Finocchi,21,5,,,,,,,,,Gabriel Finocchi,Joe Bondi,Gabriel Finocchi,PJ Showalter,,,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),3,Single game,USA - Cole/Klapwijk,SUI - Bürki/Eigenmann,USA - Cole/Klapwijk,21,18,,,,,,,,,Matthew Cole,Grant Klapwijk,,,,,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),3,Single game,CAN - Gagnon/Leung,SWE - Ekman/Stenquist,CAN - Gagnon/Leung,21,7,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),3,Single game,GER - Christiani/Krehle,FRA - Améziane/Mareschal,GER - Christiani/Krehle,21,18,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),3,Single game,CAN - Bosak/Cote,SWE - Henström/Mjönes,CAN - Bosak/Cote,21,10,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),3,Single game,FRA - Danekas/Hemelryck,AUS - Geyer/Noble,FRA - Danekas/Hemelryck,21,16,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),3,Single game,GER - Eisenträger/Siemer,DEN - Christensen/Søvndal,GER - Eisenträger/Siemer,21,20,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),3,Single game,CAN - Dean/Mathieu,NOR - Aasen/Hanisch,CAN - Dean/Mathieu,21,8,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),3,Single game,FRA - Clark/Florinda,AUS - Kaldor/Read,FRA - Clark/Florinda,21,17,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),4,Single game,FRA - Caux-Ramon/Lacombe,ITA - Dudine/Zanellato,FRA - Caux-Ramon/Lacombe,21,18,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),4,Single game,BEL - Vandaele/Poel,JPN - Ishii/Shimizu,BEL - Vandaele/Poel,21,16,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),4,Single game,GER - Claus/Klement,ITA - Bazzani/Borsotti,ITA - Bazzani/Borsotti,11,21,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),4,Single game,ESP - Campos/ Forschner,GBR - Rowlands/Hutko,GBR - Rowlands/Hutko,12,21,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),4,Single game,USA - Bondi/Finocchi,CAN - Déry/Kim,USA - Bondi/Finocchi,21,12,,,,,,,,,Gabriel Finocchi,Joe Bondi,Gabriel Finocchi,PJ Showalter,,,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),4,Single game,AUT - Handschmann/Jindra,CZE - Cabala/Nerad,CZE - Cabala/Nerad,20,21,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),4,Single game,CAN - Gagnon/Leung,SUI - Bürki/Eigenmann,CAN - Gagnon/Leung,21,10,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),4,Single game,AUT - Bachler/Stoisser,SWE - Ekman/Stenquist,SWE - Ekman/Stenquist,19,21,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),4,Single game,GER - Christiani/Krehle,FRA - Danekas/Hemelryck,GER - Christiani/Krehle,21,15,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),4,Single game,CAN - Bosak/Cote,FRA - Améziane/Mareschal,CAN - Bosak/Cote,21,17,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),4,Single game,AUS - Geyer/Noble,SWE - Henström/Mjönes,SWE - Henström/Mjönes,14,21,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),4,Single game,GER - Eisenträger/Siemer,FRA - Clark/Florinda,GER - Eisenträger/Siemer,21,16,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),4,Single game,CAN - Dean/Mathieu,DEN - Christensen/Søvndal,CAN - Dean/Mathieu,21,13,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),4,Single game,AUS - Kaldor/Read,NOR - Aasen/Hanisch,AUS - Kaldor/Read,21,14,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),5,Single game,USA - Hamilton/Marino,FRA - Caux-Ramon/Lacombe,USA - Hamilton/Marino,21,15,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,
Gold Groups,Men's Individual,Group A (101 - 102),5,Single game,ITA - Dudine/Zanellato,BEL - Vandaele/Poel,BEL - Vandaele/Poel,18,21,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),5,Single game,USA - Picone/Nelson,GER - Claus/Klement,USA - Picone/Nelson,21,17,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,
Gold Groups,Men's Individual,Group B (103 - 104),5,Single game,ITA - Bazzani/Borsotti,ESP - Campos/ Forschner,ITA - Bazzani/Borsotti,21,8,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),5,Single game,GER - Grönebaum/Prüfer,USA - Bondi/Finocchi,USA - Bondi/Finocchi,18,21,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Gabriel Finocchi,Joe Bondi,Gabriel Finocchi,PJ Showalter,,,,,,,,,,
Gold Groups,Men's Individual,Group C (105 - 106),5,Single game,CAN - Déry/Kim,AUT - Handschmann/Jindra,AUT - Handschmann/Jindra,19,21,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),5,Single game,USA - Cole/Klapwijk,CAN - Gagnon/Leung,USA - Cole/Klapwijk,21,19,,,,,,,,,Matthew Cole,Grant Klapwijk,,,,,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,
Gold Groups,Men's Individual,Group D (107 - 108),5,Single game,SUI - Bürki/Eigenmann,AUT - Bachler/Stoisser,SUI - Bürki/Eigenmann,21,17,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),5,Single game,GER - Christiani/Krehle,CAN - Bosak/Cote,CAN - Bosak/Cote,17,21,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),5,Single game,FRA - Danekas/Hemelryck,SWE - Henström/Mjönes,FRA - Danekas/Hemelryck,21,20,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Gold Groups,Men's Individual,Group E (109 - 111),5,Single game,FRA - Améziane/Mareschal,AUS - Geyer/Noble,FRA - Améziane/Mareschal,21,10,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),5,Single game,GER - Eisenträger/Siemer,CAN - Dean/Mathieu,GER - Eisenträger/Siemer,21,20,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),5,Single game,FRA - Clark/Florinda,NOR - Aasen/Hanisch,FRA - Clark/Florinda,21,14,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Gold Groups,Men's Individual,Group F (112 - 114),5,Single game,DEN - Christensen/Søvndal,AUS - Kaldor/Read,AUS - Kaldor/Read,17,21,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),1,Single game,SUI - Kukuljan/Rieser,JPN - Nakamura/Takei,SUI - Kukuljan/Rieser,21,15,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),1,Single game,SUI - Rimle/Tognini,ROU - Cîmpian/Bîrsan,SUI - Rimle/Tognini,21,15,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),1,Single game,BEL - Theunis/Declercq,IND - Dass/Dua,IND - Dass/Dua,15,21,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),1,Single game,ITA - Mercadini/Pareschi,ISR - Lurie/Wish,ITA - Mercadini/Pareschi,21,16,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),1,Single game,ISR - Rotem/Tomer,IRE - O’Gara/Prelich,IRE - O’Gara/Prelich,19,21,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),1,Single game,TWN - Chang/Chou,BEL - Hublet/Vandamme,TWN - Chang/Chou,21,16,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),1,Single game,CZE - Mezzey/Visek,FIN - Youssef/Heikkinen,CZE - Mezzey/Visek,21,19,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),1,Single game,LTU - Butkus/Lekečinskas,CHI - Yañez/Rivera,CHI - Yañez/Rivera,16,21,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),1,Single game,GBR - Elbourne/Powell,NOR - Kuehl/Steinsholt,GBR - Elbourne/Powell,21,14,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),1,Single game,LAT - Jaunpetrovičs/Juška,FIN - Kyläinpää/Kyläinpää,LAT - Jaunpetrovičs/Juška,21,19,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),1,Single game,AUT - Gangkofner/Mitterwald,ESP - Cuesta/Cuesta,AUT - Gangkofner/Mitterwald,21,17,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),1,Single game,POL - Stachiewicz/Łochowski,DEN - Høj/Linnet,POL - Stachiewicz/Łochowski,22,20,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),2,Single game,SUI - Kukuljan/Rieser,ROU - Cîmpian/Bîrsan,SUI - Kukuljan/Rieser,21,11,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),2,Single game,SUI - Rimle/Tognini,BEL - Theunis/Declercq,SUI - Rimle/Tognini,21,14,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),2,Single game,IND - Dass/Dua,JPN - Nakamura/Takei,IND - Dass/Dua,21,19,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),2,Single game,ITA - Mercadini/Pareschi,IRE - O’Gara/Prelich,ITA - Mercadini/Pareschi,21,15,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),2,Single game,ISR - Rotem/Tomer,TWN - Chang/Chou,TWN - Chang/Chou,16,21,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),2,Single game,BEL - Hublet/Vandamme,ISR - Lurie/Wish,BEL - Hublet/Vandamme,21,17,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),2,Single game,CZE - Mezzey/Visek,CHI - Yañez/Rivera,CHI - Yañez/Rivera,16,21,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),2,Single game,LTU - Butkus/Lekečinskas,GBR - Elbourne/Powell,GBR - Elbourne/Powell,17,21,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,
